Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1749072156;3;3
0xfe;2;6;1749072166;3;3
0xfe;1;6;1749072176;3;3
0xfe;2;6;1749072186;3;3
0xfe;1;6;1749072196;3;3
0xfe;2;6;1749072206;3;3
0xfe;1;6;1749072216;3;3
0xfe;2;6;1749072226;3;3
0xfe;1;6;1749072236;3;3
0xfe;2;6;1749072246;3;3
0xfe;1;6;1749072256;3;3
0xfe;2;6;1749072266;3;3
0xfe;1;6;1749072276;3;3
0xfe;2;6;1749072286;3;3
0xfe;1;6;1749072296;3;3
0xfe;2;6;1749072306;3;3
0xfe;1;6;1749072316;3;3
0xfe;2;6;1749072326;3;3
0xfe;1;6;1749072336;3;3
0xfe;2;6;1749072346;3;3
0xfe;1;6;1749072356;3;3
0xfe;2;6;1749072366;3;3
0xfe;1;6;1749072376;3;3
0xfe;2;6;1749072386;3;3
0xfe;1;6;1749072396;3;3
0xfe;2;6;1749072406;3;3
0xfe;1;6;1749072416;3;3
0xfe;2;6;1749072426;3;3
0xfe;1;6;1749072436;3;3
0xfe;2;6;1749072446;3;3
