Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1747836456;3;3
0xfe;2;6;1747836466;3;3
0xfe;1;6;1747836476;3;3
0xfe;2;6;1747836486;3;3
0xfe;1;6;1747836496;3;3
0xfe;2;6;1747836506;3;3
0xfe;1;6;1747836516;3;3
0xfe;2;6;1747836526;3;3
0xfe;1;6;1747836536;3;3
0xfe;2;6;1747836546;3;3
0xfe;1;6;1747836556;3;3
0xfe;2;6;1747836566;3;3
0xfe;1;6;1747836576;3;3
0xfe;2;6;1747836586;3;3
0xfe;1;6;1747836596;3;3
0xfe;2;6;1747836606;3;3
0xfe;1;6;1747836616;3;3
0xfe;2;6;1747836626;3;3
0xfe;1;6;1747836636;3;3
0xfe;2;6;1747836646;3;3
0xfe;1;6;1747836656;3;3
0xfe;2;6;1747836666;3;3
0xfe;1;6;1747836676;3;3
0xfe;2;6;1747836686;3;3
0xfe;1;6;1747836696;3;3
0xfe;2;6;1747836706;3;3
0xfe;1;6;1747836716;3;3
0xfe;2;6;1747836726;3;3
0xfe;1;6;1747836736;3;3
0xfe;2;6;1747836746;3;3
